snapshot_number,byte_offset,particle_count,time,x_min,y_min,z_min,x_max,y_max,z_max
981,2033110337,10792,1687.826254,-30.0,-5.0,-30.0,30.0,5.0,30.0
982,2035180107,10792,1689.54677,-30.0,-5.0,-30.0,30.0,5.0,30.0
983,2037250725,10792,1691.267286,-30.0,-5.0,-30.0,30.0,5.0,30.0
984,2039320136,10792,1692.987802,-30.0,-5.0,-30.0,30.0,5.0,30.0
985,2041392645,10792,1694.708318,-30.0,-5.0,-30.0,30.0,5.0,30.0
986,2043463483,10792,1696.428834,-30.0,-5.0,-30.0,30.0,5.0,30.0
987,2045534313,10792,1698.14935,-30.0,-5.0,-30.0,30.0,5.0,30.0
988,2047606575,10792,1699.869866,-30.0,-5.0,-30.0,30.0,5.0,30.0
989,2049679691,10792,1701.590383,-30.0,-5.0,-30.0,30.0,5.0,30.0
990,2051752131,10792,1703.310899,-30.0,-5.0,-30.0,30.0,5.0,30.0
991,2053824114,10792,1705.031415,-30.0,-5.0,-30.0,30.0,5.0,30.0
992,2055897133,10792,1706.751931,-30.0,-5.0,-30.0,30.0,5.0,30.0
993,2057967930,10792,1708.472447,-30.0,-5.0,-30.0,30.0,5.0,30.0
994,2060039297,10792,1710.192963,-30.0,-5.0,-30.0,30.0,5.0,30.0
995,2062109906,10792,1711.913479,-30.0,-5.0,-30.0,30.0,5.0,30.0
996,2064182266,10792,1713.633995,-30.0,-5.0,-30.0,30.0,5.0,30.0
997,2066255148,10792,1715.354511,-30.0,-5.0,-30.0,30.0,5.0,30.0
998,2068327929,10792,1717.075027,-30.0,-5.0,-30.0,30.0,5.0,30.0
999,2070398808,10792,1718.795543,-30.0,-5.0,-30.0,30.0,5.0,30.0
1000,2072470410,10792,1720.516059,-30.0,-5.0,-30.0,30.0,5.0,30.0
1001,2074541674,10792,1720.721256,-30.0,-5.0,-30.0,30.0,5.0,30.0
