size_ratio,simulation_number,bulk_mean_phi,small_mean_phi,bulk_integrated_volume,small_integrated_volume,difference_integrated_volume,inferred_large_integrated_volume,bulk_to_small_integral_ratio,minimum_bulk_minus_small,maximum_bulk_minus_small,mean_absolute_bulk_small_difference,fraction_bulk_below_small,active_region_correlation,bulk_nonzero_fraction,small_nonzero_fraction
1.787879,79,0.1298440174385127,0.06491224640475103,565.6005399621614,282.75774533909555,282.8427946230657,282.8427946230657,2.0003007849842214,0.0,0.46886730000000004,0.06493177103376163,0.0,0.7446769151188778,0.4352,0.4341
1.79798,80,0.12983572919232125,0.06491006055531633,565.5644363617514,282.74822377895794,282.81621258279336,282.81621258279336,2.0002404570501873,0.0,0.472344,0.0649256686370049,0.0,0.7458110490559426,0.442,0.4417
1.808081,81,0.12982206392475965,0.06491283420191406,565.504910456253,282.76030578353766,282.7446046727154,282.7446046727154,1.999944472012156,0.0,0.47836059999999997,0.06490922972284559,0.0,0.7474925761243766,0.4546,0.4541
1.818182,82,0.12984597201346054,0.06491135055463108,565.6090540906342,282.753843015973,282.8552110746611,282.8552110746611,2.000358502850419,0.0,0.47375140000000004,0.06493462145882944,0.0,0.7413604011992575,0.434,0.4336
1.828283,83,0.1298371072710038,0.06490900808999722,565.5704392724926,282.74363924002796,282.8268000324647,282.8268000324647,2.000294120825,0.0,0.4725111,0.06492809918100657,0.0,0.7411185893173652,0.4331,0.4316
1.838384,84,0.12984199261973764,0.06491167395025485,565.5917198515773,282.75525172731017,282.836468124267,282.836468124267,2.000287232143208,0.0,0.47337219999999997,0.06493031866948278,0.0,0.7407540169446948,0.4344,0.4342
1.848485,85,0.1298454700135987,0.06491155067908329,565.606867379236,282.75471475808683,282.8521526211491,282.8521526211491,2.0003446020808022,0.0,0.47548110000000005,0.06493391933451541,0.0,0.738798014643243,0.4303,0.4303
1.858586,86,0.129842985285248,0.0649098721443721,565.5960439025404,282.7474030608849,282.8486408416554,282.8486408416554,2.000358050258551,0.0,0.4750035,0.0649331131408759,0.0,0.7415693960602375,0.4331,0.4314
1.868687,87,0.1298354604913371,0.06491190457007334,565.5632659002644,282.7562563072395,282.807009593025,282.807009593025,2.000179494828685,0.0,0.47569690000000003,0.06492355592126377,0.0,0.7429025757149781,0.4414,0.4412
1.878788,88,0.12983708253391638,0.0649127142265467,565.5703315177398,282.7597831708374,282.81054834690235,282.81054834690235,2.000179534640661,0.0,0.47784610000000005,0.06492436830736968,0.0,0.7379923338942367,0.4371,0.4367
1.888889,89,0.12982466684982627,0.06491044298143732,565.5162487978432,282.749889627141,282.7663591707022,282.7663591707022,2.0000582477453235,0.0,0.4747382,0.06491422386838892,0.0,0.7419967444113923,0.4363,0.4363
1.89899,90,0.12983700131313827,0.064912373156533,565.5699777200304,282.75829746985784,282.81168025017246,282.81168025017246,2.000188792975458,0.0,0.4803116,0.06492462815660524,0.0,0.7407063345051623,0.4372,0.4372
1.909091,91,0.12983238098100644,0.06491145020305318,565.5498515532641,282.7542770844997,282.7955744687646,282.7955744687646,2.0001460539684515,0.0,0.4772287,0.0649209307779533,0.0,0.7401102259431734,0.4369,0.4367
1.919192,92,0.12982541501416525,0.06490990847356223,565.5195078017039,282.7475613108371,282.77194649086664,282.77194649086664,2.0000862436440356,0.0,0.47851370000000004,0.06491550654060299,0.0,0.7419540242849791,0.4469,0.4469
1.929293,93,0.12983654339479364,0.06490927482604238,565.5679830277212,282.7448011422406,282.8231818854808,282.8231818854808,2.000277213738054,0.0,0.47895200000000004,0.06492726856875132,0.0,0.736026063753494,0.4298,0.4294
1.939394,94,0.12982549936353896,0.06491074019074129,565.5198752275758,282.7511842708691,282.7686909567067,282.7686909567067,2.000061915517287,0.0,0.4809776,0.06491475917279768,0.0,0.7431171683683968,0.4469,0.4464
1.949495,95,0.1298460676646493,0.06491230972621363,565.6094707472123,282.7580211673866,282.8514495798258,282.8514495798258,2.0003304182567603,0.0,0.48221959999999997,0.06493375793843567,0.0,0.7420032359248642,0.4443,0.4433
1.959596,96,0.1298288515982106,0.06491052305136481,565.5344775618054,282.75023841174516,282.7842391500601,282.7842391500601,2.0001202500783237,0.0,0.48291539999999994,0.06491832854684575,0.0,0.7380964907889089,0.4402,0.4382
1.969697,97,0.12982652008876275,0.06491060524213889,565.5243215066506,282.750596434757,282.7737250718935,282.7737250718935,2.0000817987209514,0.0,0.4805866,0.06491591484662386,0.0,0.7433889723261554,0.4483,0.4481
1.979798,98,0.1298208050897077,0.0649092655116482,565.4994269707668,282.7447605687396,282.7546664020272,282.7546664020272,2.000035034542347,0.0,0.4833078,0.06491153957805951,0.0,0.7436385681356258,0.4493,0.4477
1.989899,99,0.12983721916644175,0.06491235434813969,565.5709266890203,282.75821554049656,282.8127111485236,282.8127111485236,2.0001927286460024,0.0,0.48229259999999996,0.06492486481830201,0.0,0.7399501058335968,0.439,0.4389
2.0,100,0.12984911877262717,0.06491277302142105,565.622761373564,282.7600392813101,282.8627220922538,282.8627220922538,2.000363144704622,0.0,0.4845739,0.0649363457512061,0.0,0.7398902256750765,0.4501,0.4499
