route,rank,spacetime_relative_l2_error_percent,mean_snapshot_l2_error_percent,median_snapshot_l2_error_percent,p95_snapshot_l2_error_percent,maximum_snapshot_l2_error_percent,mean_spatial_correlation,minimum_spatial_correlation,time_averaged_l2_error_percent,mean_absolute_integral_error_percent,maximum_volume_fraction,minimum_volume_fraction,grid_time_fraction_phi_gt_one_percent,grid_time_fraction_phi_lt_tolerance_percent,average_field_consistency_percent,case_id,size_ratio,grid_size,cutoff,evaluation_role,runtime_seconds
CG then POD,100,9.042420633582708,9.036891312313495,9.023461281594846,9.48655129930597,9.964179626232122,0.9944242291862739,0.9932214490916129,1.5915891820559371,3.528374845520914e-05,0.34600342414769186,-0.01072140631711562,0.0,0.9526262626262626,0.0,ratio_1_000000_num_1,1.0,100,3.0,training_case_diagnostic,14.25636283499989
Particle POD then CG,100,94.76122134959657,88.43156448026838,73.55373834549188,137.6251489003762,140.0233219149186,0.7279727891976256,0.5746001920860392,75.22211881715893,0.33133047495128687,2.197808421620201,0.0,0.49939393939393945,0.0,0.0,ratio_1_000000_num_1,1.0,100,3.0,training_case_diagnostic,14.25636283499989
CG then POD,27,7.389203368639916,7.382064704048359,7.3914460409085105,7.985989631125858,8.230255562818062,0.9962473571371191,0.9953413474877907,1.2927453491401346,4.631423194829828e-05,0.32642583402742414,-0.0015777969242608061,0.0,0.14121212121212123,0.0,ratio_1_000000_num_1,1.0,100,4.0,training_case_diagnostic,25.046296190001158
Particle POD then CG,27,94.2511875657196,88.23904077444436,72.99254026682769,136.33025221995337,138.33621541137632,0.7367373932276765,0.5864473041577318,75.95845568219941,0.3643855730779767,1.9962183777788356,0.0,0.5140404040404041,0.0,0.0,ratio_1_000000_num_1,1.0,100,4.0,training_case_diagnostic,25.046296190001158
CG then POD,100,6.1386082352192215,6.128196220794,6.104494992882876,6.68608050478312,6.8190131711650395,0.9974123604375923,0.9968047945745475,1.1674359486507258,7.833723921894342e-05,0.3281247424050865,-0.011243375054345413,0.0,1.1527272727272728,0.0,ratio_1_000000_num_1,1.0,100,4.0,training_case_diagnostic,25.046296190001158
Particle POD then CG,100,91.04717944629482,84.59299857053058,68.88673817279972,132.63449335320658,134.58863985834307,0.7489792973857051,0.5966189649089008,73.40187027706713,0.3514594813554988,1.9256531939487482,0.0,0.4790909090909091,0.0,0.0,ratio_1_000000_num_1,1.0,100,4.0,training_case_diagnostic,25.046296190001158
CG then POD,27,15.41303481707599,15.409178394438563,15.344294434126468,16.058600338669244,16.46551299696908,0.9838977435317,0.9816122442101982,2.3565554053091855,0.00011642491222109221,0.3495521739077554,-0.0038334601490625734,0.0,0.26931717171717173,0.0,ratio_1_000000_num_1,1.0,125,2.0,training_case_diagnostic,11.13605837400246
Particle POD then CG,27,103.58928638055674,98.1051458718551,85.34887065150703,148.47046408080584,151.23138576144896,0.6818736025530154,0.5336220703899047,79.7152615489194,0.32672735222387655,2.6805540068293365,-8.635438986157475e-18,0.5910626262626262,0.0,0.0,ratio_1_000000_num_1,1.0,125,2.0,training_case_diagnostic,11.13605837400246
CG then POD,100,14.464956657217027,14.460613533317462,14.506091127199015,15.072440771497394,15.513861442497058,0.9858313018746326,0.9836935091402296,2.2837490524790867,0.0001348356963400829,0.3653237496661882,-0.01735033877028155,0.0,0.8319353535353535,0.0,ratio_1_000000_num_1,1.0,125,2.0,training_case_diagnostic,11.13605837400246
Particle POD then CG,100,98.99230916056725,93.0710482155027,78.90780269001974,142.90417293307542,145.23186321416554,0.6996207772537301,0.5491746445660886,76.83144658820329,0.31838022190874044,2.5193971239754416,0.0,0.5370828282828283,0.0,0.0,ratio_1_000000_num_1,1.0,125,2.0,training_case_diagnostic,11.13605837400246
