field,rank,relative_l2_error_percent,normalised_l1_error_percent,active_bed_rmse,correlation,field_integral,integral_error_percent,field_centroid_error,maximum_volume_fraction,grid_fraction_phi_gt_one_percent,route,error_multiple_of_cycle_variation,maximum_over_true_maximum,minimum_volume_fraction,grid_fraction_phi_lt_zero_percent,case_id,size_ratio,grid_size,cutoff,evaluation_role,runtime_seconds
Particle POD then CG,100,110.80770590229014,75.92400081274175,0.30669052134499214,0.7435937757948415,282.29166165658944,-0.1655986934901456,0.00978837109315124,2.433807855043494,1.9022222222222223,Particle POD then CG,66.23142037257124,4.50942695667372,0.0,0.0,ratio_2_000000_num_100,2.0,75,3.0,training_case_diagnostic,30.047394222001458
CG then POD,27,1.141203547959981,1.0930792653415922,0.0030615383308450904,0.999922546084493,282.7600203001105,3.858636792452321e-07,0.023426727249282835,0.5374206859217169,0.0,CG then POD,0.8903814710559539,1.0021083206127555,-7.344762415527048e-08,0.8,ratio_2_000000_num_100,2.0,75,4.0,training_case_diagnostic,49.971867035998
Particle POD then CG,27,110.12731568686087,76.09776559199001,0.29556792260878506,0.7497950251532747,282.2582854981586,-0.1774415323238312,0.014937106910023982,2.2879559802827893,1.9733333333333332,Particle POD then CG,85.92272738723483,4.266266232578687,0.0,0.0,ratio_2_000000_num_100,2.0,75,4.0,training_case_diagnostic,49.971867035998
CG then POD,100,0.9807849798199773,0.9728631314088463,0.0026278064963737116,0.9999423948292423,282.76002234450283,1.1088768985030018e-06,0.016469474972451555,0.5382980294856157,0.0,CG then POD,0.7652208711432422,1.0037442704532629,-0.00013120838268379262,3.8044444444444445,ratio_2_000000_num_100,2.0,75,4.0,training_case_diagnostic,49.971867035998
Particle POD then CG,100,106.60155950005732,73.99520085478589,0.2861047738703474,0.7582581171131598,282.27479075415033,-0.17160433651450607,0.010456894417176408,2.2325575891257494,1.866666666666667,Particle POD then CG,83.17188772694588,4.162966917570339,0.0,0.0,ratio_2_000000_num_100,2.0,75,4.0,training_case_diagnostic,49.971867035998
CG then POD,27,2.117659344635758,1.8770519012841718,0.006023049763690397,0.9997295459183266,282.7597329634608,0.0001421863791369766,0.004930338969271674,0.5422328902392395,0.0,CG then POD,0.969874331789862,0.9993302782193806,-4.807358047292313e-18,0.5,ratio_2_000000_num_100,2.0,100,2.0,training_case_diagnostic,24.25188968799921
Particle POD then CG,27,118.68239430269787,79.82780230111942,0.3376106980283254,0.7203111237164448,282.28623447238414,-0.16731417643622024,0.013748990252423536,2.8561551933548346,1.9900000000000002,Particle POD then CG,54.35577169724089,5.26386800836388,0.0,0.0,ratio_2_000000_num_100,2.0,100,2.0,training_case_diagnostic,24.25188968799921
CG then POD,100,1.8963799498036653,1.775082835744256,0.00539310549826939,0.9997830421546883,282.7598550141908,0.00018535055327853706,0.01286456912251475,0.5449532742760148,0.0,CG then POD,0.8685297950751739,1.0043439212227308,-6.31933964380649e-05,1.6500000000000001,ratio_2_000000_num_100,2.0,100,2.0,training_case_diagnostic,24.25188968799921
Particle POD then CG,100,114.41875336431448,77.52081886450485,0.32548122357480447,0.7308061182184671,282.3029788267131,-0.1613924074623711,0.00927828146079716,2.740147158956796,1.97,Particle POD then CG,52.40305162610133,5.050066257534037,0.0,0.0,ratio_2_000000_num_100,2.0,100,2.0,training_case_diagnostic,24.25188968799921
CG then POD,27,1.5821009881394004,1.4266187004293194,0.004375982805726641,0.9998496888732802,282.76005208321766,3.9651865905545965e-07,0.008642839332321042,0.5401202737388804,0.0,CG then POD,0.945648555501861,1.0009443320959817,-3.3735242627520633e-06,0.47000000000000003,ratio_2_000000_num_100,2.0,100,3.0,training_case_diagnostic,50.28495824199854
Particle POD then CG,27,114.66827811248066,78.12795698998912,0.3172260976798841,0.7342205952601797,282.27468383966766,-0.17165335792743522,0.014262749906483348,2.5399729623873477,1.9900000000000002,Particle POD then CG,68.53917188085254,4.707047048575996,0.0,0.0,ratio_2_000000_num_100,2.0,100,3.0,training_case_diagnostic,50.28495824199854
CG then POD,100,1.3922241003929954,1.3180368938285303,0.0038499888083134534,0.9998834576502161,282.7600558814928,1.739804293695148e-06,0.016626905446327916,0.5422766954518327,0.0,CG then POD,0.8321559238894244,1.004940586626934,-6.564592951259375e-05,2.1399999999999997,ratio_2_000000_num_100,2.0,100,3.0,training_case_diagnostic,50.28495824199854
Particle POD then CG,100,110.80769972561927,75.91849878232999,0.3065452917737878,0.7435938986049541,282.29090714633367,-0.1659158760551514,0.009811246126201658,2.4654383366708594,1.94,Particle POD then CG,66.23163879522406,4.568920385343425,0.0,0.0,ratio_2_000000_num_100,2.0,100,3.0,training_case_diagnostic,50.28495824199854
CG then POD,27,1.1413103578090669,1.0923030341735889,0.003061641515735304,0.9999225329914828,282.75990650570475,4.477833377647157e-06,0.023360112837748838,0.5374176392591611,0.0,CG then POD,0.8904694720471231,1.0018798649047107,-5.6019261545900625e-08,0.44,ratio_2_000000_num_100,2.0,100,4.0,training_case_diagnostic,81.61611575500137
Particle POD then CG,27,110.12730913862679,76.1152174141136,0.2955370253718811,0.7497952855373257,282.25747206206466,-0.17768495216653088,0.014952202012975062,2.281101563529329,1.95,Particle POD then CG,85.92317256709669,4.252539476473335,0.0,0.0,ratio_2_000000_num_100,2.0,100,4.0,training_case_diagnostic,81.61611575500137
CG then POD,100,0.9807528611694061,0.9718681339457759,0.002627654047981978,0.9999423986769391,282.75990836132945,5.134087939620885e-06,0.01646802679696876,0.5385891489590693,0.0,CG then POD,0.7651998218703001,1.0040638497502705,-0.00013268003065059232,3.36,ratio_2_000000_num_100,2.0,100,4.0,training_case_diagnostic,81.61611575500137
Particle POD then CG,100,106.60155312079584,74.00417855718572,0.2860748545160123,0.758258386474622,282.2739933927173,-0.17184206885376788,0.01047349742263826,2.2259066377653527,1.9,Particle POD then CG,83.17231862252036,4.149642435646636,0.0,0.0,ratio_2_000000_num_100,2.0,100,4.0,training_case_diagnostic,81.61611575500137
CG then POD,27,2.1176218826116835,1.8723911663467565,0.0060305163340841845,0.9997295512045155,282.7600820972892,-2.4020020516345205e-05,0.004971033489020359,0.5422596912252329,0.0,CG then POD,0.9698961672715426,0.9994884491714333,-4.402477059068581e-18,0.32,ratio_2_000000_num_100,2.0,125,2.0,training_case_diagnostic,36.373236232000636
Particle POD then CG,27,118.68248929460017,79.8351726584324,0.3380377370465278,0.7203103390150457,282.285998587214,-0.1676867935930405,0.013778724013028208,2.863373744171148,1.9968,Particle POD then CG,54.35800056387437,5.2777461228832125,0.0,0.0,ratio_2_000000_num_100,2.0,125,2.0,training_case_diagnostic,36.373236232000636
CG then POD,100,1.8962969303762374,1.777504524590919,0.005399652018291928,0.9997830561482726,282.76008646672784,-2.2474739608359575e-05,0.012899084629697927,0.5453335497026585,0.0,CG then POD,0.8685266901909736,1.005154158963789,-6.394684886544334e-05,1.4272,ratio_2_000000_num_100,2.0,125,2.0,training_case_diagnostic,36.373236232000636
Particle POD then CG,100,114.41884130821461,77.53135738281608,0.3258929033075441,0.7308053220038914,282.3026691109188,-0.16179115246261438,0.009311337685873776,2.7364196783648547,1.952,Particle POD then CG,52.40519875607935,5.043745468949237,0.0,0.0,ratio_2_000000_num_100,2.0,125,2.0,training_case_diagnostic,36.373236232000636
CG then POD,27,1.5821274149969242,1.425973396790058,0.004375453423391578,0.9998496835087147,282.76002751846283,6.409620588927415e-07,0.008639613035125096,0.5401005863709201,0.0,CG then POD,0.9456692595177008,1.0006282947446243,-3.4558687418262622e-06,0.4288,ratio_2_000000_num_100,2.0,125,3.0,training_case_diagnostic,74.38110345300083
Particle POD then CG,27,114.66826879153918,78.1175474923082,0.3171802903228732,0.7342207467575597,282.2743309454981,-0.17176924473939814,0.014270896499751207,2.534748344903937,1.9712,Particle POD then CG,68.53952204505751,4.6960528797243795,0.0,0.0,ratio_2_000000_num_100,2.0,125,3.0,training_case_diagnostic,74.38110345300083
CG then POD,100,1.3922600680553672,1.320810471364472,0.003849588397516745,0.9998834513871627,282.76004151717433,5.591701280224322e-06,0.01662761745707841,0.5423411322086509,0.0,CG then POD,0.8321817415802395,1.004779287388365,-5.745879007420745e-05,2.0351999999999997,ratio_2_000000_num_100,2.0,125,3.0,training_case_diagnostic,74.38110345300083
Particle POD then CG,100,110.80770017084483,75.91738973122501,0.306501056574368,0.7435940196043506,282.29056132847455,-0.1660292597694821,0.009820026824580514,2.4545569080631036,1.9392,Particle POD then CG,66.23198282018642,4.547484589439175,0.0,0.0,ratio_2_000000_num_100,2.0,125,3.0,training_case_diagnostic,74.38110345300083
CG then POD,27,1.1412995480733723,1.0927295704502862,0.0030623146383925337,0.9999225343565347,282.7598643535482,6.4170402794278e-06,0.023366074943954842,0.5374193862252586,0.0,CG then POD,0.890462828277257,1.0019189211346,-9.378725636026153e-08,0.21120000000000003,ratio_2_000000_num_100,2.0,125,4.0,training_case_diagnostic,137.46620111399898
Particle POD then CG,27,110.12731148000154,76.11058534694386,0.29560743918315346,0.7497953544953935,282.2571052487529,-0.17779786158567606,0.014959375941266699,2.2808987268719014,1.9456000000000002,Particle POD then CG,85.92334713230623,4.252313277524581,0.0,0.0,ratio_2_000000_num_100,2.0,125,4.0,training_case_diagnostic,137.46620111399898
CG then POD,100,0.980750570237288,0.9716477594117314,0.0026282951610719497,0.9999423989452927,282.7598658557712,6.948311954644833e-06,0.016474176982341802,0.5384331366975821,0.0,CG then POD,0.7651995727872518,1.0038088711542004,-0.00013017347360284168,3.2832,ratio_2_000000_num_100,2.0,125,4.0,training_case_diagnostic,137.46620111399898
Particle POD then CG,100,106.60155604587467,74.00904966657141,0.28614301866690417,0.7582584506110477,282.27362831380907,-0.1719543639046209,0.010481672100945603,2.234014222805975,1.9008,Particle POD then CG,83.17248811287843,4.164905802216323,0.0,0.0,ratio_2_000000_num_100,2.0,125,4.0,training_case_diagnostic,137.46620111399898
