model,rank,case_set,case_identifier,evaluation_role,uncertainty_source,duration_scaling,size_ratio,source_simulation,truth_field_norm,projection_error_absolute,coefficient_error_absolute,coefficient_field_error_absolute,rom_error_absolute,projection_error_percent,coefficient_error_percent,rom_error_percent,pythagorean_residual,coefficient_field_equivalence_residual,field_uncertainty_absolute,field_uncertainty_percent,modal_uncertainty_norm_absolute,modal_uncertainty_norm_percent,rom_to_field_uncertainty_ratio,coefficient_to_modal_uncertainty_ratio,field_ratio_stable,modal_vector_ratio_stable,uncertainty_rule_frozen_before_evaluation,external_test_used_for_selection
validation_selected_rank,6,external,external_simulation_4,external,interpolated_external,empirical_primary,1.125,4,12.88270008203906,0.0940192200325822,0.1341380593028869,0.13413805930288686,0.16380669305337484,0.729809895703952,1.041226283688005,1.2715245407424536,1.5978429517005122e-17,2.7755575615628914e-17,0.14272837207508773,1.1079072800435548,0.05236200669365169,0.40645211299030637,1.1476813661631202,2.561744053998405,True,True,True,False
validation_selected_rank,6,external,external_simulation_4,external,interpolated_external,inverse_sqrt_sensitivity,1.125,4,12.88270008203906,0.0940192200325822,0.1341380593028869,0.13413805930288686,0.16380669305337484,0.729809895703952,1.041226283688005,1.2715245407424536,1.5978429517005122e-17,2.7755575615628914e-17,0.1304876207154177,1.0128903093641242,0.04787130666455606,0.3715937370248787,1.2553427838999622,2.8020555244672853,True,True,True,False
validation_selected_rank,6,external,external_simulation_2,external,interpolated_external,empirical_primary,1.25,2,13.40510556470158,0.07535309856463333,0.11299398553858724,0.11299398553858724,0.13581505892641701,0.5621223809162208,0.842917536107465,1.013159189764579,1.7889335846010823e-18,0.0,0.13966569212288535,1.0418843137696285,0.059385697530519733,0.44300805572836793,0.9724296415394531,1.9027137886275887,True,True,True,False
validation_selected_rank,6,external,external_simulation_2,external,interpolated_external,inverse_sqrt_sensitivity,1.25,2,13.40510556470158,0.07535309856463333,0.11299398553858724,0.11299398553858724,0.13581505892641701,0.5621223809162208,0.842917536107465,1.013159189764579,1.7889335846010823e-18,0.0,0.1276876040532403,0.9525296420601731,0.05429262775593255,0.40501454832922973,1.0636510876168364,2.081203106369085,True,True,True,False
validation_selected_rank,6,external,external_simulation_10,external,interpolated_external,empirical_primary,1.3125,10,13.789162595949454,0.0727405438317286,0.07663532199253184,0.07663532199253187,0.105660585337366,0.5275196613686752,0.5557648730245834,0.7662581726928337,7.386127300057499e-19,2.7755575615628914e-17,0.13892127387058345,1.00746708078844,0.06414435729511572,0.4651794976582409,0.7605788688332752,1.1947320890588649,True,True,True,False
validation_selected_rank,6,external,external_simulation_10,external,interpolated_external,inverse_sqrt_sensitivity,1.3125,10,13.789162595949454,0.0727405438317286,0.07663532199253184,0.07663532199253187,0.105660585337366,0.5275196613686752,0.5557648730245834,0.7662581726928337,7.386127300057499e-19,2.7755575615628914e-17,0.12700702902006542,0.921064119277073,0.05864317265074608,0.425284510518227,0.8319270685457341,1.3068072296998559,True,True,True,False
validation_selected_rank,6,external,external_simulation_6,external,interpolated_external,empirical_primary,1.375,6,13.992508553246099,0.0613955045570976,0.10387951646816232,0.10387951646816232,0.12066632472019566,0.4387741077553572,0.7423938036047403,0.8623637731649089,5.149960319306146e-19,0.0,0.1339806272141138,0.9575168505652395,0.05514211299015606,0.39408311083264436,0.9006251667068208,1.8838508507410086,True,True,True,False
validation_selected_rank,6,external,external_simulation_6,external,interpolated_external,inverse_sqrt_sensitivity,1.375,6,13.992508553246099,0.0613955045570976,0.10387951646816232,0.10387951646816232,0.12066632472019566,0.4387741077553572,0.7423938036047403,0.8623637731649089,5.149960319306146e-19,0.0,0.12249010489611378,0.8753977489454349,0.05041298391269253,0.36028553222500836,0.9851107958682466,2.060570678539194,True,True,True,False
validation_selected_rank,6,external,external_simulation_1,external,interpolated_external,empirical_primary,1.5,1,14.433726838114836,0.07568252757145638,0.13905929303285952,0.13905929303285947,0.15832034600266445,0.5243450178896495,0.9634330384142272,1.09687780417592,2.100641709190665e-18,5.551115123125783e-17,0.11847370808884902,0.820811626945842,0.04381936895805341,0.3035901222845685,1.3363331709338628,3.1734663537938124,True,True,True,False
validation_selected_rank,6,external,external_simulation_1,external,interpolated_external,inverse_sqrt_sensitivity,1.5,1,14.433726838114836,0.07568252757145638,0.13905929303285952,0.13905929303285947,0.15832034600266445,0.5243450178896495,0.9634330384142272,1.09687780417592,2.100641709190665e-18,5.551115123125783e-17,0.10831309893812745,0.7504167160217231,0.04006130745735198,0.2775534545351304,1.4616915918277165,3.4711621227264664,True,True,True,False
